ProKey,ProName,PrimaryServiceCategory,HomeAreaKey,JoinDate,SkillTier,IsBackgroundVerified,IsActive,AvgRating,LifetimeJobs,LanguagesSpoken,OnboardingChannel,ChurnedDate
224,Kiran Hegde,Electrician,14,2026-03-22,Silver,0,1,4.23,4,Kannada|English,Walk In,
225,Suresh Kulkarni,Plumber,1,2025-05-17,Bronze,1,1,3.82,32,Kannada|English|Hindi|Tamil,Referral by Pro,
226,Rakesh Thakur,AC Service,4,2024-07-19,Silver,1,1,4.08,84,Hindi|English|Kannada|Urdu,Referral by Pro,
227,Prakash Hegde,Pest Control,16,2024-08-24,Bronze,1,1,4.04,2,Kannada|English|Hindi|Tamil,Field Recruiter,
228,Santhosh Naik,Electrician,6,2026-06-16,Bronze,0,1,4.04,2,Kannada|English|Hindi,Partner Agency,
229,Anand Iyer,Carpenter,2,2025-06-22,Silver,1,1,4.10,62,Tamil|Kannada,Online Signup,
230,Meera Thakur,Deep Cleaning,6,2025-08-07,Gold,1,1,4.42,54,Hindi|English|Kannada,Field Recruiter,
231,Pankaj Sharma,Carpenter,15,2026-03-13,Gold,1,1,4.45,27,Hindi|English,Field Recruiter,
232,Uma Iyer,Carpenter,14,2026-03-01,Gold,1,1,4.39,93,Tamil|Kannada|English,Referral by Pro,
233,Srinivas Achar,Appliance Repair,5,2025-12-28,Bronze,0,1,4.16,1,Kannada|English,Field Recruiter,
234,Padma Naik,Pest Control,2,2025-11-28,Silver,1,1,4.09,15,Kannada|English|Hindi|Tamil,Referral by Pro,
235,Vinay Desai,Painter,7,2026-03-08,Platinum,1,1,4.26,67,Kannada|English|Hindi|Tamil,Field Recruiter,
236,Bhagya Swamy,Deep Cleaning,9,2024-10-13,Bronze,1,1,4.14,41,Kannada|English,Field Recruiter,
237,Prakash Kumar,Painter,16,2024-10-26,Silver,1,1,4.16,36,Kannada|English|Hindi|Tamil,Partner Agency,
238,Venkatesh Rao,Deep Cleaning,1,2025-08-06,Bronze,1,1,4.16,9,Kannada|English|Hindi,Referral by Pro,
239,Riyaz Ansari,Plumber,20,2024-10-12,Gold,1,1,4.24,181,Urdu|Hindi|Kannada|English,Online Signup,
240,Nagaraj Desai,Plumber,5,2024-09-13,Silver,1,1,4.10,96,Kannada|English|Hindi|Tamil,Referral by Pro,
241,Ajay Gupta,Appliance Repair,10,2024-09-25,Gold,1,0,4.39,9,Hindi|English|Kannada|Urdu,Walk In,2025-02-14
242,Prakash Patil,Electrician,2,2026-01-04,Silver,1,1,4.08,72,Kannada|English|Hindi|Tamil,Online Signup,
243,Harish Patil,Electrician,3,2024-10-10,Bronze,0,1,3.86,25,Kannada|English|Hindi,Online Signup,
244,Praveen Rao,Plumber,6,2025-09-17,Bronze,1,1,3.94,32,Telugu|Kannada|English,Partner Agency,
245,Rajesh Pillai,Appliance Repair,1,2026-01-26,Silver,1,1,4.42,42,Tamil|Kannada|English|Telugu,Partner Agency,
246,Asif Qureshi,Plumber,12,2024-06-17,Gold,1,1,4.25,165,Urdu|Hindi|Kannada,Referral by Pro,
247,Yogesh Murthy,Electrician,5,2026-06-28,Gold,1,1,4.40,25,Kannada|English|Hindi|Tamil,Referral by Pro,
248,Ilango Pillai,Plumber,9,2024-12-29,Gold,0,1,4.33,185,Tamil|Kannada,Walk In,
249,Praveen Naidu,Plumber,7,2026-07-16,Gold,1,1,4.30,12,Telugu|Kannada|English,Online Signup,
250,Wasim Ansari,Appliance Repair,7,2025-03-27,Bronze,1,1,3.94,26,Urdu|Hindi|Kannada,Online Signup,
251,Nagaraj Gowda,Carpenter,7,2024-07-21,Bronze,0,1,3.88,8,Kannada|English,Field Recruiter,
252,Srinivas Swamy,AC Service,7,2024-06-19,Gold,1,1,4.41,195,Kannada|English|Hindi,Walk In,
253,Nagendra Chowdary,Painter,2,2026-06-01,Bronze,1,1,4.05,0,Telugu|Kannada|English|Hindi,Job Portal,
254,Sameer Ansari,AC Service,7,2025-03-16,Silver,1,1,4.23,103,Urdu|Hindi|Kannada,Field Recruiter,
255,Rambabu Chowdary,Painter,3,2026-03-04,Bronze,0,0,4.22,3,Telugu|Kannada|English,Online Signup,2026-05-27
256,Nandini Kulkarni,Deep Cleaning,5,2026-05-17,Silver,1,1,4.36,13,Kannada|English,Walk In,
257,Aruna Reddy,Deep Cleaning,2,2024-09-13,Silver,1,1,4.21,42,Telugu|Kannada,Walk In,
258,Vignesh Subramanian,Painter,7,2025-08-14,Silver,1,1,4.25,87,Tamil|Kannada|English|Telugu,Field Recruiter,
259,Ravi Gowda,AC Service,5,2024-08-07,Bronze,1,1,4.15,53,Kannada|English|Hindi|Tamil,Online Signup,
260,Basavaraj Patil,Appliance Repair,10,2025-07-31,Silver,0,1,4.21,63,Kannada|English|Hindi,Walk In,
261,Suresh Hegde,AC Service,19,2025-05-19,Silver,1,1,4.11,13,Kannada|English|Hindi|Tamil,Partner Agency,
262,Revathi Natarajan,Deep Cleaning,15,2026-04-17,Silver,1,1,4.31,38,Tamil|Kannada,Partner Agency,
263,Anand Krishnan,Plumber,1,2025-10-05,Bronze,0,1,3.89,26,Tamil|Kannada|English|Telugu,Partner Agency,
264,Girish Swamy,Plumber,13,2025-06-05,Bronze,0,0,4.05,30,Kannada|English|Hindi,Job Portal,2025-12-25
265,Vijaya Patil,Deep Cleaning,5,2025-10-13,Silver,0,1,4.06,30,Kannada|English|Hindi,Referral by Pro,
266,Chandra Rao,Plumber,4,2025-09-29,Silver,1,1,4.27,52,Telugu|Kannada,Referral by Pro,
267,Senthil Raman,AC Service,7,2024-07-05,Silver,1,1,4.11,54,Tamil|Kannada,Field Recruiter,
268,Sunita Pandey,Deep Cleaning,2,2025-03-17,Gold,1,1,4.14,108,Hindi|English,Walk In,
269,Javed Khan,Plumber,9,2024-12-05,Gold,1,1,4.44,51,Urdu|Hindi,Online Signup,
270,Altaf Sait,AC Service,7,2026-07-21,Bronze,1,1,4.05,0,Urdu|Hindi|Kannada,Partner Agency,
271,Suresh Bhat,AC Service,14,2024-11-21,Gold,1,1,4.47,136,Kannada|English|Hindi,Field Recruiter,
272,Selvam Pillai,Pest Control,11,2024-12-02,Gold,1,1,4.37,137,Tamil|Kannada,Field Recruiter,
273,Shabana Sait,Pest Control,1,2024-10-10,Bronze,0,1,4.01,41,Urdu|Hindi|Kannada|English,Referral by Pro,
274,Nagendra Naidu,AC Service,2,2024-09-11,Bronze,1,1,3.83,10,Telugu|Kannada,Online Signup,
275,Srinivas Rao,Appliance Repair,8,2024-12-21,Silver,0,1,4.22,92,Kannada|English,Field Recruiter,
276,Ramakrishna Prasad,Carpenter,2,2025-09-11,Gold,1,1,4.22,83,Telugu|Kannada|English|Hindi,Field Recruiter,
277,Rambabu Yadav,AC Service,2,2024-10-17,Gold,1,1,4.34,252,Telugu|Kannada,Partner Agency,
278,Chandra Naidu,Electrician,6,2026-03-03,Platinum,1,1,4.54,58,Telugu|Kannada,Walk In,
279,Suresh Desai,AC Service,6,2024-10-18,Gold,0,1,4.31,204,Kannada|English,Job Portal,
280,Jayanthi Rao,Deep Cleaning,10,2024-12-07,Gold,1,0,4.49,2,Kannada|English|Hindi|Tamil,Partner Agency,2025-02-28
281,Amit Singh,AC Service,12,2024-12-22,Silver,1,1,4.03,69,Hindi|English|Kannada|Urdu,Partner Agency,
282,Shivakumar Rao,Plumber,7,2026-01-21,Gold,1,1,4.34,113,Kannada|English,Referral by Pro,
283,Lokesh Achar,Painter,6,2024-07-06,Gold,1,1,4.36,194,Kannada|English|Hindi,Job Portal,
284,Altaf Baig,AC Service,15,2025-04-14,Bronze,1,1,4.04,5,Urdu|Hindi,Referral by Pro,
285,Shivakumar Kulkarni,AC Service,14,2026-06-28,Bronze,1,1,4.05,1,Kannada|English,Referral by Pro,
286,Srinu Rao,Electrician,1,2024-06-11,Silver,1,1,4.23,30,Telugu|Kannada|English|Hindi,Online Signup,
287,Manoj Mishra,Appliance Repair,4,2026-04-16,Gold,1,1,4.33,50,Hindi|English,Field Recruiter,
288,Suresh Poojary,Plumber,3,2025-10-12,Gold,1,1,4.31,59,Kannada|English|Hindi,Walk In,
289,Nadeem Ansari,AC Service,16,2025-04-03,Bronze,1,1,4.09,28,Urdu|Hindi,Referral by Pro,
290,Murugan Nadar,AC Service,5,2026-06-16,Silver,0,1,4.28,3,Tamil|Kannada,Online Signup,
291,Umesh Kulkarni,Carpenter,7,2026-05-29,Gold,1,1,4.36,31,Kannada|English|Hindi|Tamil,Walk In,
292,Santhosh Kulkarni,AC Service,7,2024-12-19,Silver,1,1,4.13,119,Kannada|English|Hindi|Tamil,Partner Agency,
293,Nagaraj Gowda,Electrician,15,2026-03-07,Gold,1,1,4.32,44,Kannada|English|Hindi|Tamil,Online Signup,
294,Bhuvana Nadar,Pest Control,2,2025-05-11,Gold,1,0,4.32,35,Tamil|Kannada|English,Field Recruiter,2025-07-14
295,Sirisha Reddy,Carpenter,3,2026-05-31,Bronze,1,1,3.84,3,Telugu|Kannada|English|Hindi,Referral by Pro,
296,Sowmya Desai,Appliance Repair,12,2025-10-26,Gold,1,1,4.53,46,Kannada|English|Hindi,Job Portal,
297,Prabhu Krishnan,Appliance Repair,18,2025-02-17,Gold,1,1,4.26,42,Tamil|Kannada|English|Telugu,Field Recruiter,
298,Umesh Bhat,Pest Control,10,2025-10-21,Bronze,1,1,4.02,16,Kannada|English|Hindi,Online Signup,
299,Vikas Singh,Electrician,3,2024-07-10,Gold,0,1,4.32,136,Hindi|English|Kannada,Job Portal,
300,Nandini Gouda,Appliance Repair,14,2025-12-18,Bronze,1,0,4.09,9,Kannada|English|Hindi|Tamil,Job Portal,2026-07-07
301,Vasavi Chowdary,Deep Cleaning,1,2026-06-04,Silver,1,1,4.25,9,Telugu|Kannada|English|Hindi,Partner Agency,
302,Kiran Verma,Deep Cleaning,2,2024-06-24,Bronze,1,1,4.05,3,Hindi|English|Kannada,Job Portal,
303,Bhaskar Naidu,Plumber,8,2024-07-11,Bronze,1,0,4.05,0,Telugu|Kannada,Walk In,2024-09-29
304,Mahadev Hegde,Carpenter,4,2026-06-12,Gold,1,1,4.60,18,Kannada|English,Referral by Pro,
305,Sirisha Chowdary,Carpenter,16,2025-09-10,Gold,1,1,4.26,51,Telugu|Kannada|English,Referral by Pro,
306,Ajay Gupta,AC Service,6,2025-04-21,Silver,1,0,4.46,4,Hindi|English,Referral by Pro,2026-01-14
307,Venkat Chowdary,Plumber,6,2026-07-05,Bronze,1,1,4.04,3,Telugu|Kannada,Partner Agency,
308,Mallikarjun Hegde,Appliance Repair,7,2024-08-01,Bronze,1,1,3.91,14,Kannada|English|Hindi,Referral by Pro,
309,Sunil Joshi,Pest Control,4,2024-09-20,Silver,1,1,4.41,53,Hindi|English|Kannada|Urdu,Field Recruiter,
310,Ramesh Shetty,Carpenter,1,2025-10-10,Silver,1,1,4.34,27,Kannada|English|Hindi,Field Recruiter,
311,Rambabu Reddy,Appliance Repair,9,2024-11-27,Platinum,1,1,4.43,231,Telugu|Kannada|English,Online Signup,
312,Sarita Joshi,Appliance Repair,10,2024-11-14,Platinum,1,1,4.30,290,Hindi|English|Kannada|Urdu,Partner Agency,
313,Nandini Gouda,Plumber,8,2025-06-07,Platinum,1,1,4.41,306,Kannada|English|Hindi|Tamil,Partner Agency,
314,Arun Nadar,AC Service,17,2024-06-18,Bronze,0,1,3.82,32,Tamil|Kannada|English|Telugu,Online Signup,
315,Shobha Gowda,Deep Cleaning,1,2024-11-01,Platinum,1,1,4.28,180,Kannada|English,Walk In,
316,Suresh Poojary,Carpenter,12,2026-06-18,Bronze,0,1,4.14,5,Kannada|English,Job Portal,
317,Manoj Gupta,Painter,3,2024-09-26,Silver,1,1,4.28,47,Hindi|English|Kannada,Referral by Pro,
318,Vasavi Yadav,Deep Cleaning,9,2026-01-05,Platinum,1,1,4.45,84,Telugu|Kannada|English,Referral by Pro,
319,Vijay Chauhan,Plumber,9,2026-03-30,Bronze,1,1,3.95,7,Hindi|English|Kannada|Urdu,Field Recruiter,
320,Irfan Ahmed,Appliance Repair,5,2025-07-18,Bronze,0,1,3.92,19,Urdu|Hindi,Referral by Pro,
321,Sirisha Prasad,Deep Cleaning,12,2025-09-27,Silver,1,1,4.18,24,Telugu|Kannada|English,Referral by Pro,
322,Prabhu Chettiar,Plumber,6,2025-10-29,Silver,1,1,3.96,45,Tamil|Kannada,Referral by Pro,
323,Shobha Patil,Deep Cleaning,14,2024-06-21,Bronze,0,1,3.89,43,Kannada|English,Referral by Pro,
324,Swapna Yadav,Deep Cleaning,2,2025-09-04,Gold,1,0,4.31,120,Telugu|Kannada,Online Signup,2026-01-30
325,Padma Gouda,Deep Cleaning,7,2024-12-27,Bronze,1,0,4.24,4,Kannada|English,Job Portal,2025-10-02
326,Rekha Shetty,Deep Cleaning,1,2024-11-05,Gold,1,1,4.38,263,Kannada|English|Hindi,Field Recruiter,
327,Sathish Pillai,Electrician,6,2026-03-25,Silver,1,1,4.21,13,Tamil|Kannada|English,Partner Agency,
328,Vikas Joshi,Appliance Repair,9,2026-06-04,Silver,1,1,4.16,4,Hindi|English|Kannada,Field Recruiter,
329,Arun Krishnan,Appliance Repair,1,2025-08-05,Bronze,0,1,4.05,28,Tamil|Kannada,Field Recruiter,
330,Jayanthi Gouda,Deep Cleaning,7,2025-01-01,Bronze,1,1,4.10,29,Kannada|English,Referral by Pro,
331,Madhavi Naidu,Deep Cleaning,4,2025-05-22,Silver,1,1,4.16,10,Telugu|Kannada,Referral by Pro,
332,Amit Gupta,Pest Control,2,2025-09-23,Silver,1,1,4.42,77,Hindi|English,Job Portal,
333,Geetha Gowda,Deep Cleaning,11,2025-08-06,Silver,1,1,4.44,8,Kannada|English|Hindi,Referral by Pro,
334,Rajesh Raman,Electrician,3,2026-03-25,Bronze,1,1,4.05,1,Tamil|Kannada|English|Telugu,Referral by Pro,
335,Rohit Gupta,Plumber,6,2025-09-23,Silver,1,1,4.33,9,Hindi|English|Kannada|Urdu,Walk In,
336,Sunitha Gouda,Deep Cleaning,2,2025-07-20,Silver,0,1,4.04,15,Kannada|English|Hindi,Referral by Pro,
337,Chandrashekar Naik,Plumber,4,2025-07-06,Bronze,1,1,4.08,54,Kannada|English,Partner Agency,
338,Praveen Naidu,Appliance Repair,10,2025-11-15,Bronze,1,1,3.71,16,Telugu|Kannada,Online Signup,
339,Ayesha Hussain,Deep Cleaning,3,2024-09-13,Gold,1,1,4.23,169,Urdu|Hindi|Kannada,Partner Agency,
340,Prakash Naik,Pest Control,3,2024-07-09,Bronze,0,1,3.90,11,Kannada|English,Online Signup,
341,Praveen Prasad,AC Service,5,2024-12-28,Bronze,1,1,3.79,30,Telugu|Kannada|English,Referral by Pro,
342,Bhaskar Chowdary,Painter,4,2026-05-04,Gold,1,1,4.67,13,Telugu|Kannada,Field Recruiter,
343,Yogesh Swamy,Painter,6,2025-07-27,Silver,1,1,4.08,33,Kannada|English,Online Signup,
344,Sirisha Rao,Deep Cleaning,17,2024-10-03,Bronze,1,1,4.16,2,Telugu|Kannada,Partner Agency,
345,Mahadev Kulkarni,Electrician,11,2026-04-10,Silver,1,1,4.28,17,Kannada|English|Hindi,Job Portal,
346,Deepak Yadav,AC Service,8,2026-06-16,Bronze,0,1,4.04,1,Hindi|English|Kannada,Online Signup,
347,Meera Thakur,Pest Control,4,2025-06-08,Gold,1,0,4.26,70,Hindi|English,Job Portal,2026-04-13
348,Senthil Subramanian,Electrician,7,2024-08-05,Silver,1,1,4.12,57,Tamil|Kannada|English|Telugu,Job Portal,
349,Praveen Chowdary,AC Service,17,2024-07-15,Bronze,1,1,3.89,41,Telugu|Kannada|English|Hindi,Online Signup,
350,Nasreen Hussain,Deep Cleaning,13,2024-12-31,Silver,1,1,4.09,71,Urdu|Hindi|Kannada,Job Portal,
351,Manoj Pandey,Painter,7,2025-04-05,Gold,1,1,4.40,156,Hindi|English|Kannada|Urdu,Referral by Pro,
352,Saravanan Krishnan,Electrician,13,2026-06-11,Bronze,1,1,4.04,3,Tamil|Kannada|English|Telugu,Field Recruiter,
353,Aruna Yadav,Deep Cleaning,1,2024-11-18,Bronze,1,1,3.99,47,Telugu|Kannada|English,Field Recruiter,
354,Vinay Hegde,Appliance Repair,7,2024-07-24,Silver,1,1,4.21,12,Kannada|English|Hindi|Tamil,Online Signup,
355,Harish Hegde,Plumber,1,2025-06-24,Silver,1,1,4.30,13,Kannada|English,Field Recruiter,
356,Kiran Swamy,AC Service,16,2024-12-15,Bronze,1,1,4.14,2,Kannada|English,Field Recruiter,
357,Asif Khan,Appliance Repair,16,2025-08-30,Bronze,1,1,3.60,21,Urdu|Hindi|Kannada|English,Job Portal,
358,Ganesh Kumar,Carpenter,5,2026-02-17,Silver,1,1,3.96,8,Kannada|English,Online Signup,
359,Vignesh Velu,AC Service,4,2025-04-09,Gold,1,0,4.38,172,Tamil|Kannada|English,Referral by Pro,2026-06-14
360,Prakash Desai,Plumber,6,2026-02-22,Platinum,1,1,4.32,151,Kannada|English,Field Recruiter,
361,Venkatesh Hegde,Plumber,5,2026-01-02,Bronze,1,1,3.77,19,Kannada|English,Walk In,
362,Nadeem Hussain,Appliance Repair,6,2024-08-26,Silver,1,1,4.20,59,Urdu|Hindi,Job Portal,
363,Wasim Qureshi,Deep Cleaning,14,2025-09-05,Silver,1,1,4.06,27,Urdu|Hindi|Kannada|English,Referral by Pro,
364,Basavaraj Kulkarni,Painter,5,2026-07-08,Bronze,1,1,3.94,3,Kannada|English|Hindi|Tamil,Referral by Pro,
365,Venkatesh Kulkarni,Carpenter,7,2024-11-28,Silver,1,1,4.15,66,Kannada|English,Walk In,
366,Salim Ansari,AC Service,7,2026-06-02,Platinum,1,1,4.25,111,Urdu|Hindi,Field Recruiter,
367,Girish Swamy,AC Service,14,2024-10-10,Silver,1,1,4.25,37,Kannada|English|Hindi|Tamil,Field Recruiter,
368,Chandrashekar Achar,Electrician,5,2024-07-29,Bronze,1,1,4.02,19,Kannada|English|Hindi,Job Portal,
369,Mahadev Achar,Appliance Repair,4,2024-09-08,Silver,1,1,4.18,15,Kannada|English,Referral by Pro,
370,Basavaraj Gowda,Carpenter,13,2024-10-24,Silver,1,1,4.11,90,Kannada|English,Online Signup,
371,Geetha Naik,Deep Cleaning,13,2024-08-20,Silver,1,1,4.26,31,Kannada|English,Referral by Pro,
372,Sowmya Rao,Deep Cleaning,1,2024-08-13,Bronze,0,1,3.95,12,Kannada|English|Hindi,Referral by Pro,
373,Rambabu Chowdary,Electrician,11,2025-01-18,Bronze,1,1,4.04,3,Telugu|Kannada|English|Hindi,Online Signup,
374,Manoj Sharma,Painter,12,2025-08-02,Gold,1,1,4.24,104,Hindi|English|Kannada|Urdu,Job Portal,
375,Manjunath Achar,Deep Cleaning,1,2024-12-31,Gold,1,1,4.19,192,Kannada|English|Hindi|Tamil,Referral by Pro,
376,Venkat Naidu,Plumber,2,2025-01-08,Silver,1,0,3.94,81,Telugu|Kannada|English,Job Portal,2025-11-05
377,Asif Sait,Electrician,9,2024-11-27,Bronze,0,1,4.03,54,Urdu|Hindi,Field Recruiter,
378,Yogesh Patil,Pest Control,3,2024-12-10,Platinum,1,1,4.40,255,Kannada|English,Partner Agency,
379,Chandrashekar Patil,Carpenter,1,2024-09-27,Silver,1,1,4.40,38,Kannada|English,Walk In,
380,Sunil Yadav,Appliance Repair,15,2024-07-19,Bronze,1,1,3.96,14,Hindi|English|Kannada,Field Recruiter,
381,Kiran Kumar,Plumber,14,2024-12-01,Gold,1,1,4.24,130,Kannada|English|Hindi,Walk In,
382,Suresh Bhat,Pest Control,3,2026-07-20,Gold,1,1,4.56,8,Kannada|English|Hindi,Partner Agency,
383,Girish Desai,Pest Control,13,2024-10-29,Gold,1,1,4.12,199,Kannada|English,Job Portal,
384,Rambabu Rao,Pest Control,7,2025-06-13,Silver,1,1,4.16,44,Telugu|Kannada|English,Field Recruiter,
385,Roopa Hegde,Deep Cleaning,4,2025-11-21,Platinum,1,1,4.33,228,Kannada|English,Field Recruiter,
386,Rafiq Baig,Pest Control,4,2026-07-16,Silver,1,1,4.24,9,Urdu|Hindi|Kannada|English,Referral by Pro,
387,Uma Iyer,Deep Cleaning,1,2025-05-16,Gold,1,1,4.50,168,Tamil|Kannada,Referral by Pro,
388,Mohammed Hussain,Electrician,5,2024-12-20,Bronze,1,1,3.74,58,Urdu|Hindi|Kannada,Field Recruiter,
389,Pankaj Singh,AC Service,6,2026-07-01,Silver,1,1,4.46,5,Hindi|English|Kannada,Field Recruiter,
390,Umesh Gowda,Plumber,1,2026-04-27,Silver,1,1,4.26,3,Kannada|English|Hindi,Online Signup,
391,Lokesh Bhat,Electrician,16,2025-05-09,Bronze,1,1,3.86,15,Kannada|English|Hindi,Referral by Pro,
392,Manoj Chauhan,Electrician,6,2024-11-12,Bronze,1,1,4.03,6,Hindi|English|Kannada|Urdu,Field Recruiter,
393,Ramakrishna Rao,Plumber,1,2024-09-11,Bronze,0,1,3.85,26,Telugu|Kannada|English|Hindi,Field Recruiter,
394,Manjunath Poojary,Electrician,6,2026-03-11,Bronze,1,1,4.16,1,Kannada|English,Field Recruiter,
395,Lokesh Poojary,Deep Cleaning,3,2024-10-10,Bronze,1,1,4.03,10,Kannada|English,Online Signup,
396,Muthu Chettiar,AC Service,4,2026-07-15,Gold,1,1,4.57,17,Tamil|Kannada|English|Telugu,Partner Agency,
397,Prabhu Chettiar,Appliance Repair,16,2025-07-26,Gold,1,1,4.33,116,Tamil|Kannada,Field Recruiter,
398,Sai Reddy,Carpenter,7,2025-01-25,Silver,1,1,4.14,33,Telugu|Kannada|English,Field Recruiter,
399,Sameer Khan,Appliance Repair,9,2024-12-24,Bronze,1,0,3.97,14,Urdu|Hindi|Kannada|English,Online Signup,2026-04-12
400,Sandeep Verma,Appliance Repair,7,2025-10-17,Gold,1,1,4.33,99,Hindi|English|Kannada|Urdu,Walk In,
401,Rajanna Swamy,Electrician,5,2026-02-05,Platinum,1,0,4.29,78,Kannada|English|Hindi|Tamil,Referral by Pro,2026-08-11
402,Umesh Desai,Painter,5,2026-05-13,Bronze,1,1,4.05,2,Kannada|English|Hindi|Tamil,Field Recruiter,
403,Nadeem Baig,Appliance Repair,10,2025-07-01,Bronze,1,1,3.96,13,Urdu|Hindi,Referral by Pro,
404,Chandra Prasad,Painter,3,2024-07-03,Silver,1,0,4.32,0,Telugu|Kannada,Walk In,2024-11-05
405,Venkat Rao,AC Service,1,2024-10-07,Gold,1,0,4.38,122,Telugu|Kannada,Field Recruiter,2025-12-02
406,Nandini Gowda,Deep Cleaning,1,2026-07-15,Bronze,1,1,4.05,1,Kannada|English|Hindi,Job Portal,
407,Arun Krishnan,Plumber,2,2024-10-29,Platinum,1,1,4.37,472,Tamil|Kannada|English,Referral by Pro,
408,Ravi Rao,Pest Control,9,2024-11-17,Silver,0,1,3.95,73,Kannada|English|Hindi,Referral by Pro,
409,Shabana Ahmed,Deep Cleaning,7,2026-05-13,Silver,1,0,4.50,14,Urdu|Hindi|Kannada|English,Online Signup,2026-08-18
410,Selvam Krishnan,Electrician,4,2025-09-20,Bronze,0,1,3.98,27,Tamil|Kannada,Online Signup,
411,Yogesh Poojary,Appliance Repair,6,2025-01-13,Gold,1,1,4.21,120,Kannada|English,Referral by Pro,
412,Bhaskar Chowdary,Plumber,2,2026-03-03,Silver,1,1,4.30,6,Telugu|Kannada|English,Partner Agency,
413,Srinu Chowdary,AC Service,2,2025-04-24,Gold,1,1,4.31,117,Telugu|Kannada|English,Walk In,
414,Anand Natarajan,Painter,15,2024-06-16,Silver,1,1,4.24,34,Tamil|Kannada|English,Job Portal,
415,Srinu Varma,AC Service,2,2025-12-23,Platinum,1,1,4.44,257,Telugu|Kannada|English,Field Recruiter,
416,Dharmendra Verma,AC Service,14,2025-03-05,Bronze,1,1,3.69,25,Hindi|English|Kannada|Urdu,Field Recruiter,
417,Ilango Iyer,Pest Control,3,2026-03-17,Bronze,0,1,4.03,11,Tamil|Kannada|English|Telugu,Referral by Pro,
418,Jayanthi Hegde,Carpenter,4,2026-05-07,Silver,0,1,4.28,30,Kannada|English|Hindi,Online Signup,
419,Venkatesh Kumar,Painter,9,2024-08-22,Silver,1,1,4.31,36,Kannada|English|Hindi,Field Recruiter,
420,Shobha Hegde,Appliance Repair,19,2026-05-10,Bronze,0,1,4.13,5,Kannada|English,Online Signup,
421,Mallikarjun Desai,AC Service,7,2025-05-14,Gold,1,1,4.26,99,Kannada|English|Hindi|Tamil,Field Recruiter,
422,Shivakumar Shetty,Electrician,3,2024-12-10,Bronze,1,1,4.03,9,Kannada|English,Referral by Pro,
423,Vijay Thakur,Plumber,2,2024-12-31,Silver,1,1,4.08,13,Hindi|English,Referral by Pro,
424,Muthu Nadar,AC Service,2,2025-06-04,Bronze,1,1,3.80,8,Tamil|Kannada|English,Field Recruiter,
425,Senthil Velu,Plumber,11,2026-03-01,Bronze,1,1,3.77,15,Tamil|Kannada|English,Field Recruiter,
426,Murugan Velu,AC Service,1,2025-04-07,Platinum,1,1,4.37,400,Tamil|Kannada|English,Referral by Pro,
427,Sandeep Chauhan,AC Service,11,2024-10-10,Silver,1,1,4.10,138,Hindi|English|Kannada,Job Portal,
428,Vignesh Raman,AC Service,14,2024-10-08,Silver,1,1,4.21,29,Tamil|Kannada|English|Telugu,Online Signup,
429,Yogesh Hegde,Carpenter,13,2024-06-24,Silver,0,1,4.47,12,Kannada|English|Hindi,Online Signup,
430,Suresh Achar,Deep Cleaning,4,2025-01-29,Silver,1,1,4.37,24,Kannada|English|Hindi,Partner Agency,
431,Kiran Achar,AC Service,17,2025-03-08,Platinum,1,1,4.33,284,Kannada|English|Hindi,Field Recruiter,
432,Nandini Achar,Deep Cleaning,3,2024-07-30,Silver,1,1,4.12,78,Kannada|English|Hindi|Tamil,Online Signup,
433,Bala Pillai,Plumber,1,2026-04-19,Platinum,1,1,4.49,175,Tamil|Kannada,Field Recruiter,
434,Manoj Thakur,Plumber,3,2024-08-11,Bronze,0,1,4.08,17,Hindi|English|Kannada|Urdu,Field Recruiter,
435,Srinu Chowdary,AC Service,3,2024-10-28,Silver,1,1,4.40,17,Telugu|Kannada|English,Walk In,
436,Yogesh Naik,Electrician,14,2025-09-16,Silver,0,1,4.30,21,Kannada|English,Field Recruiter,
437,Ayesha Hussain,Pest Control,2,2025-07-10,Silver,1,1,4.11,7,Urdu|Hindi|Kannada,Referral by Pro,
438,Arun Pillai,Appliance Repair,4,2026-01-30,Silver,1,1,4.11,10,Tamil|Kannada|English|Telugu,Field Recruiter,
439,Saravanan Chettiar,AC Service,6,2025-11-18,Bronze,0,1,3.85,5,Tamil|Kannada,Field Recruiter,
440,Poonam Gupta,Deep Cleaning,10,2024-10-16,Silver,1,1,4.07,27,Hindi|English|Kannada,Referral by Pro,
441,Shivakumar Murthy,Appliance Repair,3,2024-08-25,Silver,1,1,4.17,95,Kannada|English|Hindi|Tamil,Partner Agency,
442,Rambabu Yadav,Painter,14,2024-09-20,Platinum,1,1,4.47,275,Telugu|Kannada|English|Hindi,Online Signup,
443,Anand Velu,Electrician,12,2025-11-18,Gold,1,1,4.51,68,Tamil|Kannada,Referral by Pro,
444,Vijay Singh,Electrician,6,2025-08-25,Gold,1,1,4.27,64,Hindi|English|Kannada|Urdu,Online Signup,
445,Nasreen Sheikh,Deep Cleaning,11,2024-11-30,Silver,1,1,4.10,43,Urdu|Hindi,Online Signup,
446,Ramakrishna Varma,AC Service,12,2026-01-21,Silver,1,1,4.14,88,Telugu|Kannada|English,Partner Agency,
447,Anand Nadar,Electrician,3,2024-09-18,Platinum,1,1,4.43,338,Tamil|Kannada,Field Recruiter,
448,Rambabu Rao,AC Service,4,2026-06-23,Bronze,1,1,4.05,0,Telugu|Kannada|English,Field Recruiter,
